cloud_cover,time,pressure_kpa,Temperature (C),wind_direction_deg,wind_speed_kmh
3,16/2/2020 17:00,1009,16,316,23
3,16/2/2020 18:00,1009,16,320,22
3,16/2/2020 19:00,1010,14,324,19
3,16/2/2020 20:00,1011,14,328,16
3,16/2/2020 21:00,1012,14,333,14
3,16/2/2020 22:00,1012,12,337,13
3,16/2/2020 23:00,1012,12,342,12
3,17/2/2020 0:00,1012,12,346,12
3,17/2/2020 1:00,1011,12,312,12
4,17/2/2020 2:00,1011,12,278,12
4,17/2/2020 3:00,1011,12,244,13
4,17/2/2020 4:00,1011,12,175,11
4,17/2/2020 5:00,1012,12,107,9
4,17/2/2020 6:00,1012,12,39,8
4,17/2/2020 7:00,1012,12,72,8
4,17/2/2020 8:00,1013,14,106,7
3,17/2/2020 9:00,1014,14,140,7
3,17/2/2020 10:00,1013,16,186,9
3,17/2/2020 11:00,1013,16,232,12
3,17/2/2020 12:00,1013,16,278,14
3,17/2/2020 13:00,1012,16,279,16
2,17/2/2020 14:00,1011,16,280,18
2,17/2/2020 15:00,1010,16,281,20
1,17/2/2020 16:00,1011,16,286,18
1,17/2/2020 17:00,1011,14,291,16
0,17/2/2020 18:00,1011,14,296,14
0,17/2/2020 19:00,1011,12,290,12
0,17/2/2020 20:00,1012,8,283,9
0,17/2/2020 21:00,1013,6,277,6
0,17/2/2020 22:00,1013,6,270,6
0,17/2/2020 23:00,1013,6,262,5
0,18/2/2020 0:00,1013,6,255,4
0,18/2/2020 1:00,1012,8,245,6
0,18/2/2020 2:00,1012,12,235,8
0,18/2/2020 3:00,1012,14,225,10
0,18/2/2020 4:00,1012,14,158,10
0,18/2/2020 5:00,1012,14,91,10
0,18/2/2020 6:00,1012,14,25,10
0,18/2/2020 7:00,1013,14,55,9
0,18/2/2020 8:00,1014,14,86,9
0,18/2/2020 9:00,1014,16,116,8
0,18/2/2020 10:00,1014,16,165,10
0,18/2/2020 11:00,1014,16,214,11
0,18/2/2020 12:00,1013,18,264,13
0,18/2/2020 13:00,1013,18,269,15
0,18/2/2020 14:00,1012,16,275,16
0,18/2/2020 15:00,1011,16,280,18
0,18/2/2020 16:00,1011,16,280,17
0,18/2/2020 17:00,1011,16,279,16
0,18/2/2020 18:00,1011,16,278,15
0,18/2/2020 19:00,1012,14,271,13
0,18/2/2020 20:00,1012,12,264,11
0,18/2/2020 21:00,1013,10,257,9
1,18/2/2020 22:00,1013,8,257,9
2,18/2/2020 23:00,1013,8,258,9
3,19/2/2020 0:00,1012,6,258,9
11,19/2/2020 1:00,1012,8,277,9
19,19/2/2020 2:00,1012,8,295,9
28,19/2/2020 3:00,1011,10,313,10
38,19/2/2020 4:00,1012,8,291,9
49,19/2/2020 5:00,1012,8,269,9
59,19/2/2020 6:00,1012,8,247,8
51,19/2/2020 7:00,1013,8,208,8
42,19/2/2020 8:00,1014,10,169,7
34,19/2/2020 9:00,1015,10,131,6
22,19/2/2020 10:00,1014,12,180,7
11,19/2/2020 11:00,1014,14,229,7
0,19/2/2020 12:00,1013,16,279,8
0,19/2/2020 13:00,1012,16,280,11
0,19/2/2020 14:00,1011,16,281,15
0,19/2/2020 15:00,1010,14,283,18
0,19/2/2020 16:00,1010,14,283,18
0,19/2/2020 17:00,1011,12,283,17
0,19/2/2020 18:00,1011,10,284,17
0,19/2/2020 19:00,1011,8,284,15
0,19/2/2020 20:00,1012,6,284,12
0,19/2/2020 21:00,1012,4,284,10
1,19/2/2020 22:00,1012,4,296,11
2,19/2/2020 23:00,1012,2,307,11
2,20/2/2020 0:00,1012,2,318,11
6,20/2/2020 1:00,1011,4,291,11
10,20/2/2020 2:00,1011,6,263,11
14,20/2/2020 3:00,1010,8,236,11
20,20/2/2020 4:00,1011,6,169,11
25,20/2/2020 5:00,1011,6,102,10
31,20/2/2020 6:00,1011,6,36,10
28,20/2/2020 7:00,1012,6,68,9
25,20/2/2020 8:00,1012,8,100,8
22,20/2/2020 9:00,1013,10,133,7
15,20/2/2020 10:00,1012,12,174,7
7,20/2/2020 11:00,1012,14,216,8
0,20/2/2020 12:00,1011,16,258,8
0,20/2/2020 13:00,1011,16,263,12
0,20/2/2020 14:00,1010,14,269,15
0,20/2/2020 15:00,1009,14,274,19
0,20/2/2020 16:00,1009,14,275,19
0,20/2/2020 17:00,1009,12,275,18
0,20/2/2020 18:00,1010,10,276,18
1,20/2/2020 19:00,1010,8,273,16
2,20/2/2020 20:00,1011,6,270,14
3,20/2/2020 21:00,1011,2,267,12
8,20/2/2020 22:00,1011,2,268,11
13,20/2/2020 23:00,1011,2,270,10
18,21/2/2020 0:00,1011,2,272,9
26,21/2/2020 1:00,1010,4,277,9
33,21/2/2020 2:00,1010,6,282,9
41,21/2/2020 3:00,1009,8,286,9
46,21/2/2020 4:00,1009,8,281,9
51,21/2/2020 5:00,1010,8,276,10
56,21/2/2020 6:00,1010,8,271,10
51,21/2/2020 7:00,1011,10,261,11
46,21/2/2020 8:00,1012,10,251,11
42,21/2/2020 9:00,1012,12,241,12
31,21/2/2020 10:00,1012,12,244,14
21,21/2/2020 11:00,1012,14,246,16
11,21/2/2020 12:00,1012,14,248,18
11,21/2/2020 13:00,1011,14,249,19
11,21/2/2020 14:00,1011,14,249,20
10,21/2/2020 15:00,1010,14,250,21
7,21/2/2020 16:00,1010,14,254,20
4,21/2/2020 17:00,1010,14,259,19
1,21/2/2020 18:00,1010,14,264,18
2,21/2/2020 19:00,1011,14,265,17
3,21/2/2020 20:00,1012,12,266,15
4,21/2/2020 21:00,1013,12,267,14
5,21/2/2020 22:00,1013,12,267,13
6,21/2/2020 23:00,1012,12,268,12
7,22/2/2020 0:00,1012,12,268,11
13,22/2/2020 1:00,1012,10,276,10
19,22/2/2020 2:00,1012,10,283,10
25,22/2/2020 3:00,1012,10,291,10
38,22/2/2020 4:00,1012,8,304,10
52,22/2/2020 5:00,1012,8,317,10
65,22/2/2020 6:00,1013,8,330,10
71,22/2/2020 7:00,1013,8,336,11
76,22/2/2020 8:00,1014,8,341,11
82,22/2/2020 9:00,1015,10,347,12
72,22/2/2020 10:00,1014,10,337,13
62,22/2/2020 11:00,1014,12,327,14
53,22/2/2020 12:00,1014,12,317,14
35,22/2/2020 13:00,1013,12,312,16
18,22/2/2020 14:00,1012,12,308,18
0,22/2/2020 15:00,1012,12,303,20
0,22/2/2020 16:00,1012,10,306,20
0,22/2/2020 17:00,1012,10,308,20
0,22/2/2020 18:00,1012,8,311,20
0,22/2/2020 19:00,1013,6,317,18
0,22/2/2020 20:00,1013,2,323,16
0,22/2/2020 21:00,1014,0,329,14
0,22/2/2020 22:00,1014,0,337,13
0,22/2/2020 23:00,1014,2,344,12
0,23/2/2020 0:00,1014,2,352,10
0,23/2/2020 1:00,1013,4,317,11
0,23/2/2020 2:00,1013,8,283,11
0,23/2/2020 3:00,1013,10,249,11
0,23/2/2020 4:00,1013,10,174,11
0,23/2/2020 5:00,1013,10,99,11
0,23/2/2020 6:00,1013,8,24,11
0,23/2/2020 7:00,1014,10,55,11
0,23/2/2020 8:00,1014,10,87,11
0,23/2/2020 9:00,1015,12,119,11
0,23/2/2020 10:00,1014,12,184,12
0,23/2/2020 11:00,1014,14,250,14
0,23/2/2020 12:00,1013,14,315,15
0,23/2/2020 13:00,1012,14,309,17
0,23/2/2020 14:00,1011,12,303,19
0,23/2/2020 15:00,1011,12,297,22
0,23/2/2020 16:00,1011,12,296,20
0,23/2/2020 17:00,1011,10,295,19
1,23/2/2020 18:00,1011,10,294,17
2,23/2/2020 19:00,1012,8,294,15
3,23/2/2020 20:00,1012,6,294,12
4,23/2/2020 21:00,1013,6,293,9
4,23/2/2020 22:00,1013,4,297,8
5,23/2/2020 23:00,1013,4,300,7
6,24/2/2020 0:00,1013,4,303,6
5,24/2/2020 1:00,1012,6,311,6
4,24/2/2020 2:00,1012,8,318,6
2,24/2/2020 3:00,1011,12,325,6
2,24/2/2020 4:00,1012,12,332,6
2,24/2/2020 5:00,1012,12,339,5
2,24/2/2020 6:00,1012,12,347,5
3,24/2/2020 7:00,1012,12,340,5
5,24/2/2020 8:00,1013,12,333,6
6,24/2/2020 9:00,1013,12,327,7
6,24/2/2020 10:00,1013,12,317,9
7,24/2/2020 11:00,1013,12,308,11
7,24/2/2020 12:00,1013,14,299,13
7,24/2/2020 13:00,1012,14,293,14
7,24/2/2020 14:00,1011,14,287,16
7,24/2/2020 15:00,1010,14,281,17
7,24/2/2020 16:00,1010,14,283,17
7,24/2/2020 17:00,1010,12,284,17
7,24/2/2020 18:00,1010,12,285,17
7,24/2/2020 19:00,1011,12,287,15
7,24/2/2020 20:00,1012,12,289,13
7,24/2/2020 21:00,1012,12,291,11
6,24/2/2020 22:00,1012,12,296,10
6,24/2/2020 23:00,1012,12,300,9
6,25/2/2020 0:00,1012,12,305,9
6,25/2/2020 1:00,1011,12,305,9
5,25/2/2020 2:00,1011,10,306,9
5,25/2/2020 3:00,1011,10,307,9
8,25/2/2020 4:00,1011,10,308,9
10,25/2/2020 5:00,1011,10,309,9
13,25/2/2020 6:00,1011,10,311,9
23,25/2/2020 7:00,1012,10,313,9
34,25/2/2020 8:00,1013,10,316,10
45,25/2/2020 9:00,1013,12,318,11
56,25/2/2020 10:00,1013,12,311,14
67,25/2/2020 11:00,1013,12,305,16
78,25/2/2020 12:00,1012,12,298,19
70,25/2/2020 13:00,1012,12,296,19
61,25/2/2020 14:00,1011,12,293,18
52,25/2/2020 15:00,1010,12,290,18
44,25/2/2020 16:00,1011,12,288,17
35,25/2/2020 17:00,1011,12,285,15
27,25/2/2020 18:00,1011,12,282,13
27,25/2/2020 19:00,1011,10,281,13
27,25/2/2020 20:00,1011,10,280,12
27,25/2/2020 21:00,1012,8,279,11
21,25/2/2020 22:00,1012,6,276,10
15,25/2/2020 23:00,1012,6,273,10
9,26/2/2020 0:00,1012,4,270,9
11,26/2/2020 1:00,1011,6,276,10
12,26/2/2020 2:00,1011,8,283,11
13,26/2/2020 3:00,1011,8,290,13
14,26/2/2020 4:00,1011,10,296,12
15,26/2/2020 5:00,1011,10,303,11
15,26/2/2020 6:00,1012,10,310,11
10,26/2/2020 7:00,1012,12,315,10
5,26/2/2020 8:00,1013,12,319,10
0,26/2/2020 9:00,1014,14,323,9
0,26/2/2020 10:00,1014,14,316,12
0,26/2/2020 11:00,1013,14,309,14
0,26/2/2020 12:00,1013,14,301,16
0,26/2/2020 13:00,1012,14,300,17
0,26/2/2020 14:00,1011,14,298,18
0,26/2/2020 15:00,1011,14,297,18
0,26/2/2020 16:00,1011,14,298,18
0,26/2/2020 17:00,1011,14,298,18
0,26/2/2020 18:00,1011,12,299,17
0,26/2/2020 19:00,1012,10,297,15
0,26/2/2020 20:00,1013,10,296,13
0,26/2/2020 21:00,1013,8,294,12
0,26/2/2020 22:00,1013,6,294,11
1,26/2/2020 23:00,1013,6,295,11
1,27/2/2020 0:00,1013,6,295,10
3,27/2/2020 1:00,1013,6,302,10
5,27/2/2020 2:00,1012,8,309,10
7,27/2/2020 3:00,1012,8,315,10
10,27/2/2020 4:00,1012,8,287,10
13,27/2/2020 5:00,1013,8,259,10
16,27/2/2020 6:00,1013,8,232,9
15,27/2/2020 7:00,1014,8,197,10
14,27/2/2020 8:00,1015,8,162,11
14,27/2/2020 9:00,1016,10,127,12
10,27/2/2020 10:00,1015,10,189,13
6,27/2/2020 11:00,1015,12,251,15
2,27/2/2020 12:00,1015,12,314,17
2,27/2/2020 13:00,1014,12,308,18
1,27/2/2020 14:00,1013,12,303,18
0,27/2/2020 15:00,1012,14,297,19
0,27/2/2020 16:00,1013,12,300,19
0,27/2/2020 17:00,1013,12,303,18
0,27/2/2020 18:00,1013,12,306,18
0,27/2/2020 19:00,1014,12,310,16
0,27/2/2020 20:00,1014,12,314,15
0,27/2/2020 21:00,1015,10,318,13
0,27/2/2020 22:00,1015,10,322,12
0,27/2/2020 23:00,1015,8,326,12
0,28/2/2020 0:00,1015,8,330,11
0,28/2/2020 1:00,1015,8,301,11
0,28/2/2020 2:00,1014,10,273,11
0,28/2/2020 3:00,1014,10,245,12
0,28/2/2020 4:00,1014,8,176,12
1,28/2/2020 5:00,1014,8,106,12
1,28/2/2020 6:00,1015,6,37,13
2,28/2/2020 7:00,1015,6,70,14
3,28/2/2020 8:00,1016,8,104,15
3,28/2/2020 9:00,1016,8,137,16
3,28/2/2020 10:00,1016,8,205,18
3,28/2/2020 11:00,1015,10,273,20
3,28/2/2020 12:00,1015,12,341,22
2,28/2/2020 13:00,1014,12,335,25
1,28/2/2020 14:00,1013,12,329,29
0,28/2/2020 15:00,1012,12,322,32
1,28/2/2020 16:00,1012,12,325,31
2,28/2/2020 17:00,1012,12,328,30
3,28/2/2020 18:00,1013,12,331,28
6,28/2/2020 19:00,1013,10,334,25
9,28/2/2020 20:00,1014,10,338,21
13,28/2/2020 21:00,1015,10,341,18
15,28/2/2020 22:00,1015,8,344,18
17,28/2/2020 23:00,1015,8,347,17
19,29/2/2020 0:00,1015,6,350,17
17,29/2/2020 1:00,1014,6,315,17
15,29/2/2020 2:00,1014,6,281,18
13,29/2/2020 3:00,1013,4,247,18
11,29/2/2020 4:00,1013,4,174,18
9,29/2/2020 5:00,1013,4,101,18
7,29/2/2020 6:00,1013,4,27,18
4,29/2/2020 7:00,1014,6,27,18
2,29/2/2020 8:00,1014,8,27,18
0,29/2/2020 9:00,1015,10,27,18
0,29/2/2020 10:00,1014,14,58,19
0,29/2/2020 11:00,1013,16,89,20
0,29/2/2020 12:00,1013,20,120,21
0,29/2/2020 13:00,1012,18,189,24
0,29/2/2020 14:00,1011,18,257,27
0,29/2/2020 15:00,1010,18,326,31
0,29/2/2020 16:00,1010,16,330,30
0,29/2/2020 17:00,1010,16,334,28
0,29/2/2020 18:00,1010,16,338,27
0,29/2/2020 19:00,1010,14,306,24
0,29/2/2020 20:00,1011,12,273,20
0,29/2/2020 21:00,1011,10,241,17
0,29/2/2020 22:00,1011,10,173,14
0,29/2/2020 23:00,1011,10,104,11
0,1/3/2020 0:00,1011,10,36,8
1,1/3/2020 1:00,1011,12,40,8
2,1/3/2020 2:00,1010,12,43,8
2,1/3/2020 3:00,1010,14,47,8
5,1/3/2020 4:00,1010,14,45,8
8,1/3/2020 5:00,1010,12,43,8
11,1/3/2020 6:00,1011,10,41,8
12,1/3/2020 7:00,1011,12,43,8
13,1/3/2020 8:00,1012,14,46,8
14,1/3/2020 9:00,1013,16,49,8
11,1/3/2020 10:00,1012,18,73,9
8,1/3/2020 11:00,1012,20,98,9
5,1/3/2020 12:00,1012,22,122,10
5,1/3/2020 13:00,1011,22,180,14
5,1/3/2020 14:00,1010,20,239,17
5,1/3/2020 15:00,1009,20,297,21
9,1/3/2020 16:00,1009,20,306,20
13,1/3/2020 17:00,1009,18,315,19
17,1/3/2020 18:00,1009,18,325,18
21,1/3/2020 19:00,1010,16,305,15
24,1/3/2020 20:00,1010,16,285,12
27,1/3/2020 21:00,1011,14,265,9
20,1/3/2020 22:00,1011,14,209,8
12,1/3/2020 23:00,1011,14,152,6
4,2/3/2020 0:00,1011,12,96,5
4,2/3/2020 1:00,1011,14,103,6
4,2/3/2020 2:00,1010,16,111,6
4,2/3/2020 3:00,1010,16,118,7
5,2/3/2020 4:00,1010,16,112,7
5,2/3/2020 5:00,1010,16,105,8
5,2/3/2020 6:00,1010,16,99,8
6,2/3/2020 7:00,1011,16,103,8
6,2/3/2020 8:00,1012,18,108,8
7,2/3/2020 9:00,1013,20,112,8
7,2/3/2020 10:00,1012,22,144,8
8,2/3/2020 11:00,1012,24,176,8
8,2/3/2020 12:00,1012,24,208,8
7,2/3/2020 13:00,1011,24,231,13
5,2/3/2020 14:00,1010,22,253,17
3,2/3/2020 15:00,1009,22,276,22
2,2/3/2020 16:00,1010,20,250,20
1,2/3/2020 17:00,1010,18,224,18
0,2/3/2020 18:00,1011,18,198,16
0,2/3/2020 19:00,1011,16,152,12
0,2/3/2020 20:00,1012,14,105,8
0,2/3/2020 21:00,1013,12,58,4
0,2/3/2020 22:00,1013,12,70,3
1,2/3/2020 23:00,1013,12,83,3
1,3/3/2020 0:00,1013,12,95,3
2,3/3/2020 1:00,1012,14,73,3
3,3/3/2020 2:00,1012,16,50,4
4,3/3/2020 3:00,1012,18,27,5
4,3/3/2020 4:00,1012,18,28,5
4,3/3/2020 5:00,1012,18,30,6
4,3/3/2020 6:00,1012,18,31,6
4,3/3/2020 7:00,1013,18,68,6
4,3/3/2020 8:00,1013,20,105,6
3,3/3/2020 9:00,1013,22,142,6
3,3/3/2020 10:00,1013,24,195,7
3,3/3/2020 11:00,1012,24,249,8
3,3/3/2020 12:00,1012,26,302,9
2,3/3/2020 13:00,1011,24,299,14
2,3/3/2020 14:00,1011,24,297,18
1,3/3/2020 15:00,1010,22,294,23
1,3/3/2020 16:00,1010,20,298,22
1,3/3/2020 17:00,1011,20,302,21
1,3/3/2020 18:00,1011,18,306,20
2,3/3/2020 19:00,1012,16,278,16
3,3/3/2020 20:00,1012,14,250,12
3,3/3/2020 21:00,1013,12,222,9
4,3/3/2020 22:00,1013,10,153,7
4,3/3/2020 23:00,1013,10,84,6
5,4/3/2020 0:00,1013,10,16,5
5,4/3/2020 1:00,1012,12,14,6
6,4/3/2020 2:00,1012,14,12,7
6,4/3/2020 3:00,1012,16,10,9
7,4/3/2020 4:00,1012,16,14,9
8,4/3/2020 5:00,1012,16,17,10
8,4/3/2020 6:00,1013,16,20,10
9,4/3/2020 7:00,1013,16,56,10
9,4/3/2020 8:00,1014,18,93,9
9,4/3/2020 9:00,1014,20,129,9
8,4/3/2020 10:00,1014,20,191,10
8,4/3/2020 11:00,1013,22,253,11
7,4/3/2020 12:00,1013,24,316,13
6,4/3/2020 13:00,1012,24,311,15
5,4/3/2020 14:00,1011,22,306,18
4,4/3/2020 15:00,1010,22,301,21
4,4/3/2020 16:00,1011,22,303,21
3,4/3/2020 17:00,1011,20,305,22
3,4/3/2020 18:00,1011,20,307,22
3,4/3/2020 19:00,1012,18,307,20
3,4/3/2020 20:00,1012,16,307,18
3,4/3/2020 21:00,1013,16,307,15
2,4/3/2020 22:00,1013,14,312,14
1,4/3/2020 23:00,1013,14,317,12
0,5/3/2020 0:00,1013,14,323,10
0,5/3/2020 1:00,1013,16,292,10
0,5/3/2020 2:00,1012,18,262,10
0,5/3/2020 3:00,1012,20,232,10
0,5/3/2020 4:00,1012,18,160,11
0,5/3/2020 5:00,1012,18,88,11
0,5/3/2020 6:00,1012,18,17,11
0,5/3/2020 7:00,1013,18,54,11
0,5/3/2020 8:00,1013,20,92,10
1,5/3/2020 9:00,1014,20,130,10
1,5/3/2020 10:00,1013,20,192,12
2,5/3/2020 11:00,1013,20,254,14
3,5/3/2020 12:00,1012,20,316,17
3,5/3/2020 13:00,1012,20,314,18
3,5/3/2020 14:00,1011,20,313,20
4,5/3/2020 15:00,1010,20,312,22
3,5/3/2020 16:00,1010,18,310,20
2,5/3/2020 17:00,1010,18,309,18
1,5/3/2020 18:00,1011,16,308,16
2,5/3/2020 19:00,1011,14,303,13
4,5/3/2020 20:00,1012,12,299,10
5,5/3/2020 21:00,1012,10,294,6
17,5/3/2020 22:00,1012,10,288,6
29,5/3/2020 23:00,1012,8,282,5
41,6/3/2020 0:00,1013,8,277,4
49,6/3/2020 1:00,1012,10,284,4
57,6/3/2020 2:00,1012,10,292,4
65,6/3/2020 3:00,1012,12,299,4
47,6/3/2020 4:00,1012,12,278,5
29,6/3/2020 5:00,1012,12,256,5
12,6/3/2020 6:00,1012,12,235,5
12,6/3/2020 7:00,1013,14,198,5
13,6/3/2020 8:00,1014,14,162,6
14,6/3/2020 9:00,1014,14,125,6
11,6/3/2020 10:00,1014,16,179,9
7,6/3/2020 11:00,1013,16,233,12
3,6/3/2020 12:00,1013,18,287,14
4,6/3/2020 13:00,1012,18,286,15
4,6/3/2020 14:00,1012,18,285,16
5,6/3/2020 15:00,1011,18,284,17
4,6/3/2020 16:00,1011,16,283,16
3,6/3/2020 17:00,1011,16,281,15
2,6/3/2020 18:00,1011,16,280,13
1,6/3/2020 19:00,1012,14,278,12
1,6/3/2020 20:00,1012,12,277,11
0,6/3/2020 21:00,1013,10,276,9
0,6/3/2020 22:00,1013,8,277,9
0,6/3/2020 23:00,1013,8,279,8
0,7/3/2020 0:00,1013,8,280,7
0,7/3/2020 1:00,1012,10,256,7
1,7/3/2020 2:00,1012,14,232,7
1,7/3/2020 3:00,1012,16,208,8
2,7/3/2020 4:00,1012,14,149,7
3,7/3/2020 5:00,1012,14,90,7
4,7/3/2020 6:00,1012,12,30,6
4,7/3/2020 7:00,1013,12,67,6
5,7/3/2020 8:00,1013,14,104,6
5,7/3/2020 9:00,1014,14,141,6
3,7/3/2020 10:00,1014,16,180,7
2,7/3/2020 11:00,1013,16,220,9
0,7/3/2020 12:00,1013,18,260,10
0,7/3/2020 13:00,1012,18,271,13
0,7/3/2020 14:00,1011,18,282,15
0,7/3/2020 15:00,1010,18,293,18
0,7/3/2020 16:00,1010,16,298,17
0,7/3/2020 17:00,1010,16,303,17
0,7/3/2020 18:00,1011,14,308,16
0,7/3/2020 19:00,1011,12,312,14
0,7/3/2020 20:00,1012,10,316,12
0,7/3/2020 21:00,1012,8,320,10
0,7/3/2020 22:00,1012,8,288,12
1,7/3/2020 23:00,1012,6,256,13
1,8/3/2020 0:00,1012,6,224,14
2,8/3/2020 1:00,1012,8,154,13
3,8/3/2020 2:00,1012,10,84,12
4,8/3/2020 3:00,1011,12,14,11
4,8/3/2020 4:00,1012,12,22,11
4,8/3/2020 5:00,1012,12,31,11
4,8/3/2020 6:00,1012,12,40,10
3,8/3/2020 7:00,1013,14,71,10
2,8/3/2020 8:00,1013,16,102,10
1,8/3/2020 9:00,1014,18,133,10
1,8/3/2020 10:00,1013,20,193,11
2,8/3/2020 11:00,1013,20,254,12
2,8/3/2020 12:00,1012,22,314,13
1,8/3/2020 13:00,1011,20,312,17
1,8/3/2020 14:00,1010,20,310,21
0,8/3/2020 15:00,1009,18,308,25
0,8/3/2020 16:00,1009,18,312,25
0,8/3/2020 17:00,1010,16,317,24
0,8/3/2020 18:00,1010,16,321,24
1,8/3/2020 19:00,1011,14,329,21
2,8/3/2020 20:00,1011,12,336,17
3,8/3/2020 21:00,1012,10,344,14
4,8/3/2020 22:00,1012,10,347,13
5,8/3/2020 23:00,1012,10,349,12
7,9/3/2020 0:00,1012,10,352,12
5,9/3/2020 1:00,1011,14,315,11
3,9/3/2020 2:00,1011,16,279,10
1,9/3/2020 3:00,1011,18,242,10
1,9/3/2020 4:00,1011,18,173,9
2,9/3/2020 5:00,1011,18,103,8
2,9/3/2020 6:00,1011,18,34,8
2,9/3/2020 7:00,1011,20,71,8
2,9/3/2020 8:00,1012,20,107,8
2,9/3/2020 9:00,1012,22,144,8
2,9/3/2020 10:00,1012,22,201,10
2,9/3/2020 11:00,1011,22,258,12
2,9/3/2020 12:00,1011,24,315,15
3,9/3/2020 13:00,1010,22,312,18
3,9/3/2020 14:00,1009,22,309,21
4,9/3/2020 15:00,1008,20,307,24
4,9/3/2020 16:00,1008,20,311,23
3,9/3/2020 17:00,1008,18,315,21
3,9/3/2020 18:00,1008,18,319,19
4,9/3/2020 19:00,1009,14,323,17
4,9/3/2020 20:00,1010,12,326,14
5,9/3/2020 21:00,1010,10,330,12
5,9/3/2020 22:00,1010,10,294,13
6,9/3/2020 23:00,1010,8,257,13
6,10/3/2020 0:00,1010,8,220,14
6,10/3/2020 1:00,1009,10,155,12
6,10/3/2020 2:00,1009,14,89,9
6,10/3/2020 3:00,1009,16,23,7
7,10/3/2020 4:00,1009,16,38,6
7,10/3/2020 5:00,1009,16,53,5
7,10/3/2020 6:00,1009,16,69,5
8,10/3/2020 7:00,1009,18,95,6
9,10/3/2020 8:00,1010,18,122,6
9,10/3/2020 9:00,1011,20,148,7
8,10/3/2020 10:00,1010,20,189,9
6,10/3/2020 11:00,1010,22,229,11
5,10/3/2020 12:00,1009,22,270,13
5,10/3/2020 13:00,1008,22,281,16
5,10/3/2020 14:00,1007,22,292,19
5,10/3/2020 15:00,1007,20,303,22
6,10/3/2020 16:00,1007,22,302,19
6,10/3/2020 17:00,1007,22,300,17
7,10/3/2020 18:00,1007,22,299,14
7,10/3/2020 19:00,1007,22,292,12
7,10/3/2020 20:00,1008,22,284,10
7,10/3/2020 21:00,1009,20,277,9
8,10/3/2020 22:00,1009,20,284,9
8,10/3/2020 23:00,1009,18,290,10
9,11/3/2020 0:00,1009,18,297,11
9,11/3/2020 1:00,1008,18,305,10
9,11/3/2020 2:00,1008,18,314,9
10,11/3/2020 3:00,1008,16,322,9
10,11/3/2020 4:00,1008,16,321,7
11,11/3/2020 5:00,1008,18,321,6
11,11/3/2020 6:00,1008,18,321,4
13,11/3/2020 7:00,1009,18,329,4
14,11/3/2020 8:00,1010,18,337,5
16,11/3/2020 9:00,1010,18,344,5
15,11/3/2020 10:00,1010,20,334,6
15,11/3/2020 11:00,1010,20,324,7
15,11/3/2020 12:00,1009,20,314,9
20,11/3/2020 13:00,1009,22,296,9
25,11/3/2020 14:00,1008,22,279,10
30,11/3/2020 15:00,1008,24,262,11
37,11/3/2020 16:00,1008,22,246,11
43,11/3/2020 17:00,1008,22,231,11
50,11/3/2020 18:00,1008,22,216,10
45,11/3/2020 19:00,1009,20,214,9
40,11/3/2020 20:00,1009,20,213,9
34,11/3/2020 21:00,1010,20,211,8
43,11/3/2020 22:00,1010,18,220,8
52,11/3/2020 23:00,1010,18,230,9
60,12/3/2020 0:00,1010,18,239,10
42,12/3/2020 1:00,1009,18,225,9
24,12/3/2020 2:00,1009,16,212,8
6,12/3/2020 3:00,1009,16,198,6
7,12/3/2020 4:00,1009,16,179,6
7,12/3/2020 5:00,1009,16,159,5
7,12/3/2020 6:00,1010,16,139,5
9,12/3/2020 7:00,1010,18,192,4
10,12/3/2020 8:00,1011,18,246,4
12,12/3/2020 9:00,1011,18,299,3
12,12/3/2020 10:00,1011,20,269,5
13,12/3/2020 11:00,1011,20,238,6
14,12/3/2020 12:00,1011,20,207,8
13,12/3/2020 13:00,1010,20,225,12
13,12/3/2020 14:00,1009,20,242,16
12,12/3/2020 15:00,1008,20,260,20
12,12/3/2020 16:00,1009,20,264,18
11,12/3/2020 17:00,1009,18,268,16
11,12/3/2020 18:00,1009,18,271,14
15,12/3/2020 19:00,1010,18,278,12
18,12/3/2020 20:00,1010,18,285,9
22,12/3/2020 21:00,1011,16,292,6
23,12/3/2020 22:00,1011,16,298,6
25,12/3/2020 23:00,1011,16,305,5
26,13/3/2020 0:00,1011,16,311,4
31,13/3/2020 1:00,1011,16,321,5
36,13/3/2020 2:00,1011,16,331,6
41,13/3/2020 3:00,1010,16,342,6
46,13/3/2020 4:00,1011,16,307,7
51,13/3/2020 5:00,1011,16,271,8
56,13/3/2020 6:00,1011,16,236,9
45,13/3/2020 7:00,1012,16,195,10
34,13/3/2020 8:00,1013,16,153,11
23,13/3/2020 9:00,1014,18,112,12
25,13/3/2020 10:00,1013,18,183,12
28,13/3/2020 11:00,1013,20,254,12
30,13/3/2020 12:00,1013,20,325,12
33,13/3/2020 13:00,1012,20,322,16
35,13/3/2020 14:00,1012,20,318,20
37,13/3/2020 15:00,1011,20,315,24
32,13/3/2020 16:00,1011,18,324,23
26,13/3/2020 17:00,1011,18,332,22
21,13/3/2020 18:00,1011,18,341,21
18,13/3/2020 19:00,1011,16,343,20
15,13/3/2020 20:00,1012,14,345,19
12,13/3/2020 21:00,1012,12,347,18
10,13/3/2020 22:00,1012,12,344,20
9,13/3/2020 23:00,1012,12,340,22
7,14/3/2020 0:00,1012,10,337,24
7,14/3/2020 1:00,1012,12,307,22
7,14/3/2020 2:00,1011,12,278,20
